"","baseMean","log2FoldChange","lfcSE","padj","Phylum","Class","Order","Family","Genus","Species","Bd_inhibition","change"
"5f8c17bb109331397db134013bf9e9ba",9.19691673102948,-6.64265518999158,1.17115273545668,1.05919979903644e-07,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","","",NA,"Decrease"
"cd3252d96bdb1efe5fc05bc00a9d9309",14.382446651425,-7.28689343338957,1.29038039616484,1.18681454193395e-07,"Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI_clade","Candidatus_Planktophila",NA,"Decrease"
"c757ad670c5d796cb866c941c62c4e33",18.5351100939917,-7.65241509293729,1.46362648781513,1.20698371934701e-06,"Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","","ns","Decrease"
"1311afbd3fc0def56f4d60f73a2e2832",26.2698655126615,-8.15501300549177,1.59911810078724,2.20672215473072e-06,"Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas","Methylomonas_sp.",NA,"Decrease"
"c39ea129388a077989abed2081b5fe88",15.0112970619386,-5.82096551604095,1.20230822032213,7.36388151004207e-06,"Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella","uncultured_bacterium",NA,"Decrease"
"17f70f39f64f127375861b0e6db0af96",24.3087606491462,-8.04374218040225,1.66971662927246,8.11643337768551e-06,"Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","","",NA,"Decrease"
"f9f34bdd8ecc204c9cd62e1ed75bf82d",13.5612557978347,-7.20223803971547,1.5176401909192,1.10829206284648e-05,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter","uncultured_bacterium",NA,"Decrease"
"54658c5cabc3c6c07f1e6556120cc99c",29.6544977374218,-8.33040637255372,1.80069678780469,1.94302344538252e-05,"Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter","","inhibitory","Decrease"
"4078fc5ccccbf133e10b6bf4f6461c02",11.1510144320453,-6.9205036122681,1.50250379712456,2.09630455063189e-05,"Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","",NA,"Decrease"
"d20b46e3c9d79a8e49a48f112fc03d4f",71.4585394543739,-5.76391520169957,1.2554723907278,2.16028184706435e-05,"Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia","",NA,"Decrease"
